sexe,prenom,annee,naissances
1,GRÉGOIRE,1961,90
1,GRÉGOIRE,1962,90
1,GRÉGOIRE,1963,100
1,GRÉGOIRE,1964,105
1,GRÉGOIRE,1965,110
1,GRÉGOIRE,1966,130
1,GRÉGOIRE,1967,145
1,GRÉGOIRE,1968,160
1,GRÉGOIRE,1969,175
1,GRÉGOIRE,1970,230
1,GRÉGOIRE,1971,280
1,GRÉGOIRE,1972,260
1,GRÉGOIRE,1973,270
1,GRÉGOIRE,1974,275
1,GRÉGOIRE,1975,305
1,GRÉGOIRE,1976,280
1,GRÉGOIRE,1977,340
1,GRÉGOIRE,1978,340
1,GRÉGOIRE,1979,410
1,GRÉGOIRE,1980,405
1,GRÉGOIRE,1981,410
1,GRÉGOIRE,1982,395
1,GRÉGOIRE,1983,425
1,GRÉGOIRE,1984,465
1,GRÉGOIRE,1985,460
1,GRÉGOIRE,1986,485
1,GRÉGOIRE,1987,525
1,GRÉGOIRE,1988,595
1,GRÉGOIRE,1989,610
1,GRÉGOIRE,1990,625
1,GRÉGOIRE,1991,705
1,GRÉGOIRE,1992,650
1,GRÉGOIRE,1993,595
1,GRÉGOIRE,1994,600
1,GRÉGOIRE,1995,625
1,GRÉGOIRE,1996,755
1,GRÉGOIRE,1997,775
1,GRÉGOIRE,1998,800
1,GRÉGOIRE,1999,760
1,GRÉGOIRE,2000,720
1,GRÉGOIRE,2001,675
1,GRÉGOIRE,2002,600
1,GRÉGOIRE,2003,500
1,GRÉGOIRE,2004,415
1,GRÉGOIRE,2005,420
1,GUILLAUME,1943,85
1,GUILLAUME,1945,60
1,GUILLAUME,1946,80
1,GUILLAUME,1947,75
1,GUILLAUME,1950,65
1,GUILLAUME,1951,75
1,GUILLAUME,1952,70
1,GUILLAUME,1953,85
1,GUILLAUME,1954,80
1,GUILLAUME,1955,85
1,GUILLAUME,1957,120
1,GUILLAUME,1958,165
1,GUILLAUME,1960,235
1,GUILLAUME,1961,235
1,GUILLAUME,1962,295
1,GUILLAUME,1963,365
1,GUILLAUME,1964,400
1,GUILLAUME,1965,580
1,GUILLAUME,1966,820
1,GUILLAUME,1967,900
1,GUILLAUME,1968,1040
1,GUILLAUME,1969,1465
1,GUILLAUME,1970,1990
1,GUILLAUME,1971,2350
1,GUILLAUME,1972,2730
1,GUILLAUME,1973,3055
1,GUILLAUME,1974,3380
1,GUILLAUME,1975,3725
1,GUILLAUME,1976,5055
1,GUILLAUME,1977,5885
1,GUILLAUME,1978,6670
1,GUILLAUME,1979,7220
1,GUILLAUME,1980,7900
1,GUILLAUME,1981,8835
1,GUILLAUME,1982,8255
1,GUILLAUME,1983,9250
1,GUILLAUME,1984,9375
1,GUILLAUME,1985,8570
1,GUILLAUME,1986,9085
1,GUILLAUME,1987,7995
1,GUILLAUME,1988,7475
1,GUILLAUME,1989,7250
1,GUILLAUME,1990,6980
1,GUILLAUME,1991,6615
1,GUILLAUME,1992,6270
1,GUILLAUME,1993,5920
1,GUILLAUME,1994,5885
1,GUILLAUME,1995,5520
1,GUILLAUME,1996,5415
1,GUILLAUME,1997,5640
1,GUILLAUME,1998,4525
1,GUILLAUME,1999,3725
1,GUILLAUME,2000,3570
1,GUILLAUME,2001,2790
1,GUILLAUME,2002,2265
1,GUILLAUME,2003,1835
1,GUILLAUME,2004,1505
1,GUILLAUME,2005,1305
1,GUSTIN,1997,5
1,GUSTIN,1999,5
1,GUSTIN,2002,5
1,GUSTIN,2003,5
1,GUSTIN,2004,5
1,GÉRARD,1943,11185
1,GÉRARD,1945,12400
1,GÉRARD,1946,19230
1,GÉRARD,1947,19705
1,GÉRARD,1950,18610
1,GÉRARD,1951,16675
1,GÉRARD,1952,15955
1,GÉRARD,1953,14500
1,GÉRARD,1954,12760
1,GÉRARD,1955,10330
1,GÉRARD,1957,8385
1,GÉRARD,1958,6680
1,GÉRARD,1960,5830
1,GÉRARD,1961,4825
1,GÉRARD,1962,4275
1,GÉRARD,1963,3585
1,GÉRARD,1964,2915
1,GÉRARD,1965,2540
1,GÉRARD,1966,2045
1,GÉRARD,1967,1965
1,GÉRARD,1968,1675
1,GÉRARD,1969,1255
1,GÉRARD,1970,1025
1,GÉRARD,1971,890
1,GÉRARD,1972,780
1,GÉRARD,1973,650
1,GÉRARD,1974,480
1,GÉRARD,1975,410
1,GÉRARD,1976,295
1,GÉRARD,1977,305
1,GÉRARD,1978,255
1,GÉRARD,1979,270
1,GÉRARD,1980,240
1,GÉRARD,1981,195
1,GÉRARD,1982,195
1,GÉRARD,1983,175
1,GÉRARD,1984,155
1,GÉRARD,1985,130
1,GÉRARD,1986,100
1,GÉRARD,1987,95
1,GÉRARD,1988,95
1,GÉRARD,1989,70
1,GÉRARD,1990,90
1,GÉRARD,1991,65
1,GÉRARD,1992,60
1,GÉRARD,1993,50
1,GÉRARD,1994,30
1,GÉRARD,1995,25
1,GÉRARD,1996,35
1,GÉRARD,1997,25
1,GÉRARD,1998,25
1,GÉRARD,1999,25
1,GÉRARD,2000,25
1,GÉRARD,2001,20
1,GÉRARD,2002,20
1,GÉRARD,2003,10
1,GÉRARD,2004,15
1,GÉRARD,2005,10
1,HAKIM,1954,5
1,HAKIM,1957,5
1,HAKIM,1958,10
1,HAKIM,1960,10
1,HAKIM,1961,25
1,HAKIM,1962,25
1,HAKIM,1963,35
1,HAKIM,1964,50
1,HAKIM,1965,65
1,HAKIM,1966,95
1,HAKIM,1967,100
1,HAKIM,1968,135
1,HAKIM,1969,125
1,HAKIM,1970,130
1,HAKIM,1971,190
1,HAKIM,1972,175
1,HAKIM,1973,210
1,HAKIM,1974,225
1,HAKIM,1975,235
1,HAKIM,1976,215
1,HAKIM,1977,245
1,HAKIM,1978,260
1,HAKIM,1979,300
1,HAKIM,1980,315
1,HAKIM,1981,345
1,HAKIM,1982,345
1,HAKIM,1983,305
1,HAKIM,1984,305
1,HAKIM,1985,275
1,HAKIM,1986,260
1,HAKIM,1987,235
1,HAKIM,1988,250
1,HAKIM,1989,240
1,HAKIM,1990,235
1,HAKIM,1991,235
1,HAKIM,1992,220
1,HAKIM,1993,230
1,HAKIM,1994,210
1,HAKIM,1995,200
1,HAKIM,1996,170
1,HAKIM,1997,150
1,HAKIM,1998,145
1,HAKIM,1999,150
1,HAKIM,2000,180
1,HAKIM,2001,150
1,HAKIM,2002,115
1,HAKIM,2003,145
1,HAKIM,2004,140
1,HAKIM,2005,95
1,HARRY,1943,25
1,HARRY,1945,35
1,HARRY,1946,40
1,HARRY,1947,35
1,HARRY,1950,60
1,HARRY,1951,55
1,HARRY,1952,50
1,HARRY,1953,65
1,HARRY,1954,70
1,HARRY,1955,55
1,HARRY,1957,80
1,HARRY,1958,65
1,HARRY,1960,85
1,HARRY,1961,85
1,HARRY,1962,65
1,HARRY,1963,80
1,HARRY,1964,85
1,HARRY,1965,75
1,HARRY,1966,95
1,HARRY,1967,75
1,HARRY,1968,105
1,HARRY,1969,95
1,HARRY,1970,90
1,HARRY,1971,95
1,HARRY,1972,100
1,HARRY,1973,90
1,HARRY,1974,75
1,HARRY,1975,70
1,HARRY,1976,60
1,HARRY,1977,45
1,HARRY,1978,55
1,HARRY,1979,45
1,HARRY,1980,55
1,HARRY,1981,50
1,HARRY,1982,50
1,HARRY,1983,55
1,HARRY,1984,65
1,HARRY,1985,80
1,HARRY,1986,80
1,HARRY,1987,60
1,HARRY,1988,60
1,HARRY,1989,50
1,HARRY,1990,60
1,HARRY,1991,60
1,HARRY,1992,60
1,HARRY,1993,40
1,HARRY,1994,35
1,HARRY,1995,30
1,HARRY,1996,35
1,HARRY,1997,40
1,HARRY,1998,40
1,HARRY,1999,40
1,HARRY,2000,35
1,HARRY,2001,35
1,HARRY,2002,60
1,HARRY,2003,45
1,HARRY,2004,45
1,HARRY,2005,40
1,HERVE,1966,5
1,HERVÉ,1943,535
1,HERVÉ,1945,655
1,HERVÉ,1946,1055
1,HERVÉ,1947,1355
1,HERVÉ,1950,1995
1,HERVÉ,1951,2310
1,HERVÉ,1952,2370
1,HERVÉ,1953,2560
1,HERVÉ,1954,2535
1,HERVÉ,1955,2610
1,HERVÉ,1957,3480
1,HERVÉ,1958,3410
1,HERVÉ,1960,4325
1,HERVÉ,1961,4725
1,HERVÉ,1962,4415
1,HERVÉ,1963,5110
1,HERVÉ,1964,5240
1,HERVÉ,1965,4755
1,HERVÉ,1966,6730
1,HERVÉ,1967,7025
1,HERVÉ,1968,6300
1,HERVÉ,1969,5860
1,HERVÉ,1970,4980
1,HERVÉ,1971,5150
1,HERVÉ,1972,4710
1,HERVÉ,1973,3395
1,HERVÉ,1974,3015
1,HERVÉ,1975,2425
1,HERVÉ,1976,1840
1,HERVÉ,1977,1390
1,HERVÉ,1978,1330
1,HERVÉ,1979,1125
1,HERVÉ,1980,1335
1,HERVÉ,1981,1345
1,HERVÉ,1982,1175
1,HERVÉ,1983,880
1,HERVÉ,1984,720
1,HERVÉ,1985,610
1,HERVÉ,1986,530
1,HERVÉ,1987,460
1,HERVÉ,1988,395
1,HERVÉ,1989,295
1,HERVÉ,1990,250
1,HERVÉ,1991,195
1,HERVÉ,1992,220
1,HERVÉ,1993,170
1,HERVÉ,1994,140
1,HERVÉ,1995,130
1,HERVÉ,1996,110
1,HERVÉ,1997,80
1,HERVÉ,1998,95
1,HERVÉ,1999,75
1,HERVÉ,2000,70
1,HERVÉ,2001,55
1,HERVÉ,2002,55
1,HERVÉ,2003,45
1,HERVÉ,2004,35
1,HERVÉ,2005,30
1,HUGO,1943,5
1,HUGO,1945,5
1,HUGO,1946,5
1,HUGO,1947,5
1,HUGO,1950,5
1,HUGO,1951,5
1,HUGO,1952,10
1,HUGO,1953,5
1,HUGO,1954,5
1,HUGO,1955,10
1,HUGO,1957,15
1,HUGO,1958,10
1,HUGO,1960,10
1,HUGO,1961,15
1,HUGO,1962,10
1,HUGO,1963,15
1,HUGO,1964,20
1,HUGO,1965,15
1,HUGO,1966,20
1,HUGO,1967,35
1,HUGO,1968,30
1,HUGO,1969,30
1,HUGO,1970,30
1,HUGO,1971,85
1,HUGO,1972,140
1,HUGO,1973,135
1,HUGO,1974,140
1,HUGO,1975,120
1,HUGO,1976,120
1,HUGO,1977,135
1,HUGO,1978,175
1,HUGO,1979,170
1,HUGO,1980,195
1,HUGO,1981,215
1,HUGO,1982,220
1,HUGO,1983,240
1,HUGO,1984,310
1,HUGO,1985,430
1,HUGO,1986,575
1,HUGO,1987,760
1,HUGO,1988,1015
1,HUGO,1989,1430
1,HUGO,1990,1575
1,HUGO,1991,1840
1,HUGO,1992,2090
1,HUGO,1993,1865
1,HUGO,1994,1860
1,HUGO,1995,2535
1,HUGO,1996,3565
1,HUGO,1997,4160
1,HUGO,1998,5670
1,HUGO,1999,6995
1,HUGO,2000,7695
1,HUGO,2001,7045
1,HUGO,2002,7240
1,HUGO,2003,7385
1,HUGO,2004,6145
1,HUGO,2005,5570
1,HÉLÈNE,1943,5
1,HÉLÈNE,1947,5
1,HÉLÈNE,1950,5
1,HÉLÈNE,1952,5
1,HÉLÈNE,1955,5
1,HÉLÈNE,1957,5
1,HÉLÈNE,1968,5
1,ILYESSE,1989,5
1,ILYESSE,1990,5
1,ILYESSE,1991,5
1,ILYESSE,1992,5
1,ILYESSE,1993,10
1,ILYESSE,1994,10
1,ILYESSE,1995,5
1,ILYESSE,1996,10
1,ILYESSE,1997,10
1,ILYESSE,1998,20
1,ILYESSE,1999,10
1,ILYESSE,2000,10
1,ILYESSE,2001,20
1,ILYESSE,2002,20
1,ILYESSE,2003,15
1,ILYESSE,2004,15
1,ILYESSE,2005,15
1,INÈS,2001,5
1,ISABELLE,1943,5
1,ISABELLE,1964,5
1,JACKY,1943,1050
1,JACKY,1945,1670
1,JACKY,1946,2700
1,JACKY,1947,3215
1,JACKY,1950,3305
1,JACKY,1951,3615
1,JACKY,1952,3225
1,JACKY,1953,3090
1,JACKY,1954,3005
1,JACKY,1955,3005
1,JACKY,1957,2455
1,JACKY,1958,2050
1,JACKY,1960,1815
1,JACKY,1961,1590
1,JACKY,1962,1380
1,JACKY,1963,1335
1,JACKY,1964,1255
1,JACKY,1965,1020
1,JACKY,1966,1030
1,JACKY,1967,915
1,JACKY,1968,790
1,JACKY,1969,760
1,JACKY,1970,665
1,JACKY,1971,635
1,JACKY,1972,570
1,JACKY,1973,455
1,JACKY,1974,400
1,JACKY,1975,300
1,JACKY,1976,265
1,JACKY,1977,270
1,JACKY,1978,245
1,JACKY,1979,210
1,JACKY,1980,210
1,JACKY,1981,185
1,JACKY,1982,175
1,JACKY,1983,165
1,JACKY,1984,140
1,JACKY,1985,135
1,JACKY,1986,155
1,JACKY,1987,140
1,JACKY,1988,140
1,JACKY,1989,120
1,JACKY,1990,115
1,JACKY,1991,80
1,JACKY,1992,75
1,JACKY,1993,60
1,JACKY,1994,45
1,JACKY,1995,55
1,JACKY,1996,45
1,JACKY,1997,35
1,JACKY,1998,30
1,JACKY,1999,40
1,JACKY,2000,35
1,JACKY,2001,25
1,JACKY,2002,25
1,JACKY,2003,25
1,JACKY,2004,15
1,JACKY,2005,30
1,JACQUES,1943,10635
1,JACQUES,1945,10795
1,JACQUES,1946,15405
1,JACQUES,1947,14925
1,JACQUES,1950,13035
1,JACQUES,1951,11475
1,JACQUES,1952,10480
1,JACQUES,1953,9285
1,JACQUES,1954,8765
1,JACQUES,1955,8165
1,JACQUES,1957,7010
1,JACQUES,1958,6290
1,JACQUES,1960,5385
1,JACQUES,1961,4935
1,JACQUES,1962,4300
1,JACQUES,1963,4035
1,JACQUES,1964,3550
1,JACQUES,1965,3015
1,JACQUES,1966,2620
1,JACQUES,1967,2190
1,JACQUES,1968,1935
1,JACQUES,1969,1675
1,JACQUES,1970,1385
1,JACQUES,1971,1165
1,JACQUES,1972,1005
1,JACQUES,1973,840
1,JACQUES,1974,640
1,JACQUES,1975,525
1,JACQUES,1976,465
1,JACQUES,1977,430
1,JACQUES,1978,400
1,JACQUES,1979,410
1,JACQUES,1980,415
1,JACQUES,1981,365
1,JACQUES,1982,370
1,JACQUES,1983,315
1,JACQUES,1984,325
1,JACQUES,1985,315
1,JACQUES,1986,295
1,JACQUES,1987,305
1,JACQUES,1988,260
1,JACQUES,1989,265
1,JACQUES,1990,250
1,JACQUES,1991,210
1,JACQUES,1992,235
1,JACQUES,1993,220
1,JACQUES,1994,200
1,JACQUES,1995,195
1,JACQUES,1996,190
1,JACQUES,1997,195
1,JACQUES,1998,195
1,JACQUES,1999,160
1,JACQUES,2000,180
1,JACQUES,2001,170
1,JACQUES,2002,170
1,JACQUES,2003,145
1,JACQUES,2004,135
1,JACQUES,2005,120
1,JADE,1976,5
1,JADE,1983,5
1,JADE,1984,5
1,JADE,1986,5
1,JADE,1988,5
1,JADE,1990,5
1,JADE,1991,10
1,JADE,1992,10
1,JADE,1993,5
1,JADE,1994,10
1,JADE,1995,5
1,JADE,1996,10
1,JADE,1997,10
1,JADE,1998,10
1,JADE,1999,15
1,JADE,2000,10
1,JADE,2001,10
1,JADE,2002,15
1,JADE,2003,15
1,JADE,2004,10
1,JADE,2005,10
1,JAVIER,1951,5
1,JAVIER,1955,5
1,JAVIER,1957,5
1,JAVIER,1958,5
1,JAVIER,1960,5
1,JAVIER,1961,10
1,JAVIER,1962,10
1,JAVIER,1963,25
1,JAVIER,1964,20
1,JAVIER,1965,30
1,JAVIER,1966,30
1,JAVIER,1967,40
1,JAVIER,1968,40
1,JAVIER,1969,40
1,JAVIER,1970,50
1,JAVIER,1971,45
1,JAVIER,1972,45
1,JAVIER,1973,60
1,JAVIER,1974,40
1,JAVIER,1975,30
1,JAVIER,1976,25
1,JAVIER,1977,25
1,JAVIER,1978,25
1,JAVIER,1979,25
1,JAVIER,1980,15
1,JAVIER,1981,20
1,JAVIER,1982,15
1,JAVIER,1983,10
1,JAVIER,1984,10
1,JAVIER,1985,5
1,JAVIER,1986,5
1,JAVIER,1987,5
1,JAVIER,1988,10
1,JAVIER,1989,5
1,JAVIER,1990,5
1,JAVIER,1991,5
1,JAVIER,1992,5
1,JAVIER,1993,5
1,JAVIER,1995,5
1,JAVIER,1996,5
1,JAVIER,1997,5
1,JAVIER,1999,5
1,JAVIER,2002,5
1,JAVIER,2004,5
1,JEAN,1943,40665
1,JEAN,1945,40635
1,JEAN,1946,53380
1,JEAN,1947,51185
1,JEAN,1950,38155
1,JEAN,1951,35090
1,JEAN,1952,33775
1,JEAN,1953,29165
1,JEAN,1954,28395
1,JEAN,1955,24710
1,JEAN,1957,22015
1,JEAN,1958,20955
1,JEAN,1960,17415
1,JEAN,1961,15905
1,JEAN,1962,14295
1,JEAN,1963,13645
1,JEAN,1964,13230
1,JEAN,1965,10780
1,JEAN,1966,10620
1,JEAN,1967,8885
1,JEAN,1968,8885
1,JEAN,1969,7665
1,JEAN,1970,5515
1,JEAN,1971,4730
1,JEAN,1972,4405
1,JEAN,1973,3770
1,JEAN,1974,3445
1,JEAN,1975,3120
1,JEAN,1976,2745
1,JEAN,1977,2795
1,JEAN,1978,3450
1,JEAN,1979,3390
1,JEAN,1980,3720
1,JEAN,1981,3265
1,JEAN,1982,3400
1,JEAN,1983,3135
1,JEAN,1984,2940
1,JEAN,1985,2945
1,JEAN,1986,2640
1,JEAN,1987,2335
1,JEAN,1988,2090
1,JEAN,1989,1830
1,JEAN,1990,1645
1,JEAN,1991,1445
1,JEAN,1992,1460
1,JEAN,1993,1295
1,JEAN,1994,1340
1,JEAN,1995,1265
1,JEAN,1996,1330
1,JEAN,1997,1180
1,JEAN,1998,1110
1,JEAN,1999,1120
1,JEAN,2000,995
1,JEAN,2001,1150
1,JEAN,2002,990
1,JEAN,2003,880
1,JEAN,2004,890
1,JEAN,2005,845
1,JEAN-BERNARD,1943,55
1,JEAN-BERNARD,1945,60
1,JEAN-BERNARD,1946,180
1,JEAN-BERNARD,1947,210
1,JEAN-BERNARD,1950,265
1,JEAN-BERNARD,1951,330
1,JEAN-BERNARD,1952,260
1,JEAN-BERNARD,1953,310
1,JEAN-BERNARD,1954,290
1,JEAN-BERNARD,1955,290
1,JEAN-BERNARD,1957,295
1,JEAN-BERNARD,1958,300
1,JEAN-BERNARD,1960,290
1,JEAN-BERNARD,1961,255
1,JEAN-BERNARD,1962,300
1,JEAN-BERNARD,1963,305
1,JEAN-BERNARD,1964,270
1,JEAN-BERNARD,1965,255
1,JEAN-BERNARD,1966,265
1,JEAN-BERNARD,1967,245
1,JEAN-BERNARD,1968,220
1,JEAN-BERNARD,1969,245
1,JEAN-BERNARD,1970,215
1,JEAN-BERNARD,1971,210
1,JEAN-BERNARD,1972,165
1,JEAN-BERNARD,1973,110
1,JEAN-BERNARD,1974,120
1,JEAN-BERNARD,1975,115
1,JEAN-BERNARD,1976,90
1,JEAN-BERNARD,1977,60
1,JEAN-BERNARD,1978,80
1,JEAN-BERNARD,1979,90
1,JEAN-BERNARD,1980,80
1,JEAN-BERNARD,1981,50
1,JEAN-BERNARD,1982,70
1,JEAN-BERNARD,1983,60
1,JEAN-BERNARD,1984,55
1,JEAN-BERNARD,1985,55
1,JEAN-BERNARD,1986,55
1,JEAN-BERNARD,1987,55
1,JEAN-BERNARD,1988,40
1,JEAN-BERNARD,1989,30
1,JEAN-BERNARD,1990,40
1,JEAN-BERNARD,1991,25
1,JEAN-BERNARD,1992,25
1,JEAN-BERNARD,1993,25
1,JEAN-BERNARD,1994,20
1,JEAN-BERNARD,1995,10
1,JEAN-BERNARD,1996,15
1,JEAN-BERNARD,1997,10
1,JEAN-BERNARD,1998,5
1,JEAN-BERNARD,1999,5
1,JEAN-BERNARD,2000,5
1,JEAN-BERNARD,2001,10
1,JEAN-BERNARD,2002,5
1,JEAN-BERNARD,2003,5
1,JEAN-BERNARD,2004,5
1,JEAN-CHARLES,1943,40
1,JEAN-CHARLES,1945,55
1,JEAN-CHARLES,1946,130
1,JEAN-CHARLES,1947,175
1,JEAN-CHARLES,1950,225
1,JEAN-CHARLES,1951,205
1,JEAN-CHARLES,1952,220
1,JEAN-CHARLES,1953,245
1,JEAN-CHARLES,1954,235
1,JEAN-CHARLES,1955,290
1,JEAN-CHARLES,1957,305
1,JEAN-CHARLES,1958,380
1,JEAN-CHARLES,1960,440
1,JEAN-CHARLES,1961,395
1,JEAN-CHARLES,1962,470
1,JEAN-CHARLES,1963,465
1,JEAN-CHARLES,1964,475
1,JEAN-CHARLES,1965,495
1,JEAN-CHARLES,1966,470
1,JEAN-CHARLES,1967,585
1,JEAN-CHARLES,1968,545
1,JEAN-CHARLES,1969,505
1,JEAN-CHARLES,1970,575
1,JEAN-CHARLES,1971,575
1,JEAN-CHARLES,1972,500
1,JEAN-CHARLES,1973,490
1,JEAN-CHARLES,1974,400
1,JEAN-CHARLES,1975,385
1,JEAN-CHARLES,1976,400
1,JEAN-CHARLES,1977,370
1,JEAN-CHARLES,1978,390
1,JEAN-CHARLES,1979,425
1,JEAN-CHARLES,1980,440
1,JEAN-CHARLES,1981,500
1,JEAN-CHARLES,1982,465
1,JEAN-CHARLES,1983,420
1,JEAN-CHARLES,1984,455
1,JEAN-CHARLES,1985,455
1,JEAN-CHARLES,1986,395
1,JEAN-CHARLES,1987,400
1,JEAN-CHARLES,1988,355
1,JEAN-CHARLES,1989,335
1,JEAN-CHARLES,1990,285
1,JEAN-CHARLES,1991,225
1,JEAN-CHARLES,1992,210
1,JEAN-CHARLES,1993,155
1,JEAN-CHARLES,1994,120
1,JEAN-CHARLES,1995,105
1,JEAN-CHARLES,1996,130
1,JEAN-CHARLES,1997,85
1,JEAN-CHARLES,1998,75
1,JEAN-CHARLES,1999,55
1,JEAN-CHARLES,2000,45
1,JEAN-CHARLES,2001,60
1,JEAN-CHARLES,2002,35
1,JEAN-CHARLES,2003,30
1,JEAN-CHARLES,2004,35
1,JEAN-CHARLES,2005,10
1,JEAN-CLAUDE,1943,5535
1,JEAN-CLAUDE,1945,5345
1,JEAN-CLAUDE,1946,9705
1,JEAN-CLAUDE,1947,10300
1,JEAN-CLAUDE,1950,7995
1,JEAN-CLAUDE,1951,6935
1,JEAN-CLAUDE,1952,6305
1,JEAN-CLAUDE,1953,6015
1,JEAN-CLAUDE,1954,5860
1,JEAN-CLAUDE,1955,5810
1,JEAN-CLAUDE,1957,5255
1,JEAN-CLAUDE,1958,4655
1,JEAN-CLAUDE,1960,4035
1,JEAN-CLAUDE,1961,3890
1,JEAN-CLAUDE,1962,3455
1,JEAN-CLAUDE,1963,3275
1,JEAN-CLAUDE,1964,2950
1,JEAN-CLAUDE,1965,2535
1,JEAN-CLAUDE,1966,2210
1,JEAN-CLAUDE,1967,2005
1,JEAN-CLAUDE,1968,1740
1,JEAN-CLAUDE,1969,1450
1,JEAN-CLAUDE,1970,1180
1,JEAN-CLAUDE,1971,1060
1,JEAN-CLAUDE,1972,860
1,JEAN-CLAUDE,1973,745
1,JEAN-CLAUDE,1974,555
1,JEAN-CLAUDE,1975,420
1,JEAN-CLAUDE,1976,355
1,JEAN-CLAUDE,1977,300
1,JEAN-CLAUDE,1978,270
1,JEAN-CLAUDE,1979,225
1,JEAN-CLAUDE,1980,220
1,JEAN-CLAUDE,1981,200
1,JEAN-CLAUDE,1982,165
1,JEAN-CLAUDE,1983,115
1,JEAN-CLAUDE,1984,110
1,JEAN-CLAUDE,1985,95
1,JEAN-CLAUDE,1986,95
1,JEAN-CLAUDE,1987,95
1,JEAN-CLAUDE,1988,85
1,JEAN-CLAUDE,1989,70
1,JEAN-CLAUDE,1990,75
1,JEAN-CLAUDE,1991,60
1,JEAN-CLAUDE,1992,75
1,JEAN-CLAUDE,1993,70
1,JEAN-CLAUDE,1994,55
1,JEAN-CLAUDE,1995,40
1,JEAN-CLAUDE,1996,50
1,JEAN-CLAUDE,1997,40
1,JEAN-CLAUDE,1998,35
1,JEAN-CLAUDE,1999,40
1,JEAN-CLAUDE,2000,25
1,JEAN-CLAUDE,2001,25
1,JEAN-CLAUDE,2002,30
1,JEAN-CLAUDE,2003,25
1,JEAN-CLAUDE,2004,20
1,JEAN-CLAUDE,2005,10
1,JEAN-LUC,1943,155
1,JEAN-LUC,1945,270
1,JEAN-LUC,1946,605
1,JEAN-LUC,1947,895
1,JEAN-LUC,1950,2350
1,JEAN-LUC,1951,3240
1,JEAN-LUC,1952,4045
1,JEAN-LUC,1953,4700
1,JEAN-LUC,1954,5250
1,JEAN-LUC,1955,5875
1,JEAN-LUC,1957,6215
1,JEAN-LUC,1958,5825
1,JEAN-LUC,1960,5780
1,JEAN-LUC,1961,5880
1,JEAN-LUC,1962,5505
1,JEAN-LUC,1963,5715
1,JEAN-LUC,1964,5560
1,JEAN-LUC,1965,5665
1,JEAN-LUC,1966,4750
1,JEAN-LUC,1967,4180
1,JEAN-LUC,1968,3585
1,JEAN-LUC,1969,2955
1,JEAN-LUC,1970,2445
1,JEAN-LUC,1971,1880
1,JEAN-LUC,1972,1430
1,JEAN-LUC,1973,1110
1,JEAN-LUC,1974,870
1,JEAN-LUC,1975,675
1,JEAN-LUC,1976,530
1,JEAN-LUC,1977,405
1,JEAN-LUC,1978,335
1,JEAN-LUC,1979,320
1,JEAN-LUC,1980,275
1,JEAN-LUC,1981,230
1,JEAN-LUC,1982,190
1,JEAN-LUC,1983,205
1,JEAN-LUC,1984,160
1,JEAN-LUC,1985,160
1,JEAN-LUC,1986,155
1,JEAN-LUC,1987,155
1,JEAN-LUC,1988,140
1,JEAN-LUC,1989,80
1,JEAN-LUC,1990,120
1,JEAN-LUC,1991,85
1,JEAN-LUC,1992,85
1,JEAN-LUC,1993,75
1,JEAN-LUC,1994,65
1,JEAN-LUC,1995,55
1,JEAN-LUC,1996,50
1,JEAN-LUC,1997,55
1,JEAN-LUC,1998,45
1,JEAN-LUC,1999,50
1,JEAN-LUC,2000,50
1,JEAN-LUC,2001,40
1,JEAN-LUC,2002,45
1,JEAN-LUC,2003,30
1,JEAN-LUC,2004,25
1,JEAN-LUC,2005,25
1,JEAN-PHILIPPE,1943,40
1,JEAN-PHILIPPE,1945,30
1,JEAN-PHILIPPE,1946,70
1,JEAN-PHILIPPE,1947,80
1,JEAN-PHILIPPE,1950,235
1,JEAN-PHILIPPE,1951,215
1,JEAN-PHILIPPE,1952,255
1,JEAN-PHILIPPE,1953,345
1,JEAN-PHILIPPE,1954,420
1,JEAN-PHILIPPE,1955,510
1,JEAN-PHILIPPE,1957,560
1,JEAN-PHILIPPE,1958,565
1,JEAN-PHILIPPE,1960,1150
1,JEAN-PHILIPPE,1961,1215
1,JEAN-PHILIPPE,1962,1445
1,JEAN-PHILIPPE,1963,1490
1,JEAN-PHILIPPE,1964,1640
1,JEAN-PHILIPPE,1965,1955
1,JEAN-PHILIPPE,1966,1995
1,JEAN-PHILIPPE,1967,1910
1,JEAN-PHILIPPE,1968,1795
1,JEAN-PHILIPPE,1969,1760
1,JEAN-PHILIPPE,1970,1865
1,JEAN-PHILIPPE,1971,1830
1,JEAN-PHILIPPE,1972,1670
1,JEAN-PHILIPPE,1973,1525
1,JEAN-PHILIPPE,1974,1295
1,JEAN-PHILIPPE,1975,1440
1,JEAN-PHILIPPE,1976,1170
1,JEAN-PHILIPPE,1977,1205
1,JEAN-PHILIPPE,1978,1010
1,JEAN-PHILIPPE,1979,1065
1,JEAN-PHILIPPE,1980,1050
1,JEAN-PHILIPPE,1981,1040
1,JEAN-PHILIPPE,1982,965
1,JEAN-PHILIPPE,1983,895
1,JEAN-PHILIPPE,1984,760
1,JEAN-PHILIPPE,1985,660
1,JEAN-PHILIPPE,1986,700
1,JEAN-PHILIPPE,1987,615
1,JEAN-PHILIPPE,1988,530
1,JEAN-PHILIPPE,1989,460
1,JEAN-PHILIPPE,1990,405
1,JEAN-PHILIPPE,1991,355
